front,back
"Can a captain revoke their choice after accepting or declining a penalty option?

<i>Rule 8 | Section 1 | Article 4</i>","No, once the captain entitled to the option has made the choice of accepting or declining the penalty, the choice may not be revoked."
"When dual fouls occur, can one or both penalties be refused?

<i>Rule 8 | Section 1 | Article 4</i>","Yes, when dual fouls occur, one or both penalties may be refused, with the exception of Unnecessary Roughness, Rough Play, Objectionable Conduct, and No Mouthguard."
"Who is given the first option when dual fouls occur?

<i>Rule 8 | Section 1 | Article 4</i>",The first option shall be given to the team against whom the first foul occurred.
"Can the non-offending team decline a disqualification penalty?

<i>Rule 8 | Section 1 | Article 4</i>","No, the disqualification penalty cannot be declined by the non-offending team, but immediate legal substitution is permitted."
"When Team A commits a foul on a scrimmage play after legally gaining a first down, where is the penalty applied from and what is the down after the penalty?

<i>Rule 8 | Section 2 | Article 1</i>","The penalty is applied from where the ball was held when the foul occurred. A first down is awarded at the point where the ball is placed after the penalty, with 10 yards to go."
"If Team A commits a foul on a scrimmage play before gaining a first down, where is the penalty applied from and what is the down after the penalty?

<i>Rule 8 | Section 2 | Article 2</i>","The penalty is applied from the point of last scrimmage, and the down is repeated."
"When a team gains possession through an interception, recovered fumble, or received kick and then commits a foul, where is the penalty applied from and what is the down after the penalty?

<i>Rule 8 | Section 2 | Article 3</i>","The penalty is applied from the point where the ball was held when the foul occurred, and 1st and 10 will be awarded at the point where the ball is placed after the penalty application."
"How is a penalty applied if either team commits a foul while a kicked ball is ""in flight""?

<i>Rule 8 | Section 2 | Article 4</i>",The penalty is applied at the point of possession by the team which legally gains possession. Penalties normally applied without option may be applied at PBD at the option of the non-offending team.
"What is the consequence if a foul on a loose ball directly affects its recovery?

<i>Rule 8 | Section 2 | Article 4</i>","The ball will be awarded to the non-offending team at the PF, and an automatic 1st down. If the point of possession is the end zone, the penalty is applied from the 10-yard (10-meter) line."
"What fouls are ignored if committed after the ball is dead?

<i>Rule 8 | Section 2 | Article 5</i>","Fouls committed after the ball is dead are ignored unless they are Rough Play, Unnecessary Roughness, or Objectionable Conduct."
"If Rough Play, Unnecessary Roughness, or Objectionable Conduct occurs after a score, how is it applied?

<i>Rule 8 | Section 2 | Article 5</i>","The score shall count, and the foul will be applied on the subsequent scrimmage play, convert, or kick off at the option of the non-offending team. There is no option to decline the score."
"When a yardage penalty is applied within 30 yards of the offending team's goal line, what is the maximum distance the penalty can be?

<i>Rule 8 | Section 3 | Article 1</i>",The penalty shall not exceed one half the distance between the point from which the penalty is applied and that goal line.
"What are the exceptions to the rule that a yardage penalty within 30 yards of the goal line cannot exceed half the distance to the goal line?

<i>Rule 8 | Section 3 | Article 1</i>","Exceptions include pass interference; double penalties involving UR (Unnecessary Roughness) or RP (Rough Play), including those part of a dual penalty; and Unnecessary Roughness and Rough Play."
"What is the closest to the goal line that the ball can be scrimmaged?

<i>Rule 8 | Section 3 | Article 1</i>",The ball shall not be scrimmaged within the 1 yard (1 metre) line.
"Under what condition is a first down awarded when a restricted penalty would have otherwise resulted in distance gained or the goal line reached?

<i>Rule 8 | Section 3 | Article 2</i>","A first down shall be awarded if an unrestricted penalty would have resulted in distance gained, or the goal line reached by Team A."
"What is the penalty if Team A commits an infraction when the PLS (Point of Last Scrimmage) is the A 1-yard line?

<i>Rule 8 | Section 3 | Article 3</i>","The penalty is 1.2D – LD (Loss of Down on 1st or 2nd Down), 3D – DR (Down Repeated on 3rd Down)."
"What is the penalty if Team B commits an infraction when the PLS (Point of Last Scrimmage) is the B 1-yard line?

<i>Rule 8 | Section 3 | Article 3</i>",The penalty is a 1st Down at the 1 yard (1 metre) line to Team A.
"When Team A commits a foul in its own end zone while in possession of the ball, what is the outcome for Team B?

<i>Rule 8 | Section 4 | Article 1 a) 1.</i>","Team B shall be awarded a rouge or a safety touch (1 or 2 points) as applicable, or option."
"If Team A makes an offside pass in its own end zone and retains possession, what is awarded to Team B?

<i>Rule 8 | Section 4 | Article 1 a) 2.</i>","Team B shall be awarded a rouge or a safety touch (1 or 2 points) as applicable, or option."
"What is the outcome if a kicked ball is loose in the end zone before possession by Team A, and Team A commits a foul in its own end zone?

<i>Rule 8 | Section 4 | Article 1 a) 3.</i>",Team B shall be awarded a rouge (1 point) or option.
"What are Team B's options if an A player fumbles in their own end zone, and while the ball is loose, Team A commits illegal interference preventing Team B from gaining possession?

<i>Rule 8 | Section 4 | Article 1 a) 4.</i>","Team B may accept a rouge or a safety touch (1 or 2 points) as applicable, or Team B may take possession of the ball as 1st down at the PLS or the 10 yard (10 metre) line, whichever is closer to the goal line."
"What is awarded to Team A if Team B commits a foul in its own end zone while in possession of the ball?

<i>Rule 8 | Section 4 | Article 1 b) 1.</i>",Team A shall be awarded a rouge or safety touch (1 or 2 points) as applicable.
"If Team B makes an offside pass in its own end zone after receiving a Team A kick, what is awarded to Team A?

<i>Rule 8 | Section 4 | Article 1 b) 2.</i>","Team A shall be awarded a rouge, or option."
"What happens if Team B makes an offside pass in its own end zone while intercepting or after intercepting a Team A forward pass, and the ball goes dead in the end zone?

<i>Rule 8 | Section 4 | Article 1 b) 3.</i>",There is no score. Team B shall scrimmage at the B 20.
"What happens if Team B makes an offside pass in its own end zone while intercepting or after intercepting a Team A forward pass, and the ball goes dead in the field of play?

<i>Rule 8 | Section 4 | Article 1 b) 3.</i>",There is no score. Team B shall scrimmage at the PBD or at the B 20 at the option of Team A.
"What is the outcome if a kicked ball is loose in the Team B end zone before possession, and Team B commits a foul?

<i>Rule 8 | Section 4 | Article 1 b) 4.</i>",Team A shall be awarded a rouge (1 point) or option.
"What are Team A's penalty options if the ball is loose in the Team B end zone and Team B commits illegal interference preventing Team A from gaining possession?

<i>Rule 8 | Section 4 | Article 1 b) 5.</i>","Team A may take possession of the ball as 1st down at the B 10, or at the PLS whichever is closer to the B goal line, or accept any score if Team A recovers the ball, or accept a score of 1 or 2 points as applicable and B will put the ball into play, or decline the penalty and allow Team B to scrimmage at the PBD if B advances the ball into the field of play."
"How is a foul committed by Team A in the Team B end zone on a play from scrimmage penalized?

<i>Rule 8 | Section 4 | Article 2 a) 1.</i>",The penalty shall be applied as though the foul has occurred on the field of play.
"How is a 'restraining zone' foul by the kicking team in the receiving team's end zone penalized?

<i>Rule 8 | Section 4 | Article 2 a) 2.</i>",The penalty shall be applied from the receiving team's 10-yard line.
"What is the penalty if the ball is loose in the Team B end zone and Team A commits illegal interference preventing Team B from gaining possession?

<i>Rule 8 | Section 4 | Article 2 a) 3.</i>","No score, B scrimmage 1D at B 10."
"How is a foul committed by Team B in the Team A end zone on a play from scrimmage penalized?

<i>Rule 8 | Section 4 | Article 2 b) 1.</i>",The penalty shall be applied as though the foul had occurred on the field of play.
"What is the penalty if an A player fumbles in their own end zone, and while the ball is loose, Team B commits illegal interference preventing Team A from regaining possession?

<i>Rule 8 | Section 4 | Article 2 b) 2.</i>","No score by B. Automatic 1st down for Team A at PLS, or at the 10 yard (10 metre) line, at the option of Team A."
"How are distance penalties for Unnecessary Roughness and Rough Play applied in relation to advantage of distance gained or score made?

<i>Rule 8 | Section 5 | Article 1</i>",The distance penalties for Unnecessary Roughness and Rough Play will be applied in addition to the advantage of distance gained and score made.
"What is the consequence of Unnecessary Roughness or Rough Play by Team B, in addition to the distance penalty?

<i>Rule 8 | Section 5 | Article 1</i>","An automatic first down will be awarded to Team A, unless it is part of a dual penalty where both infractions are UR or RP."
"Do the normal restrictions near the goal line apply to Unnecessary Roughness and Rough Play penalties?

<i>Rule 8 | Section 5 | Article 1</i>","No, the normal restrictions near the goal line do NOT apply to Unnecessary Roughness and Rough Play."
"What is the ball placement if a 15-yard penalty for Unnecessary Roughness or Rough Play is applied from the 16-yard line or closer?

<i>Rule 8 | Section 5 | Article 1</i>",The ball will be taken to the 1-yard line.
"For Scrimmage Plays where a foul occurs before distance is gained, what options does the non-offending team have?

<i>Rule 8 | Section 5 | Article 2</i>","The non-offending team shall have the option of having the penalty applied at PLS, DR or of allowing the play to stand and have the penalty applied at PBD, with downs continuing."
"For Scrimmage Plays where a foul occurs after distance is gained, what options does the non-offending team have for penalty application?

<i>Rule 8 | Section 5 | Article 3</i>","The non-offending team shall have the option of having the penalty applied at PBH at the time of the foul, or at the PBD."
"If the point of application selected for a foul after distance gained results in distance gained, what is the down and distance?

<i>Rule 8 | Section 5 | Article 3</i>","1st Down will be awarded, the penalty applied, and it will be 1D and 10 at the point following the penalty application."
"If Team A commits a foul on the field of play while the ball is in the A end zone, where is the penalty applied?

<i>Rule 8 | Section 5 | Article 4</i>","The penalty shall be applied from the PLS (except UR, RP, etc.)."
"If Team B commits a foul on the field of play while the ball is in the B end zone, where is the penalty applied?

<i>Rule 8 | Section 5 | Article 4</i>","The penalty shall be applied from the B10 yard (10 metre) line (except UR, RP, etc.)."
"If Team A commits a foul on the field of play while the ball is in the B end zone, where is the penalty applied?

<i>Rule 8 | Section 5 | Article 4</i>","The penalty shall be applied from the B 10 yard (10 metre) line. Team B may request the ball to be placed at any point on or between the hash marks. (UR, RP, etc may be applied at the 10 yard (10 metre) line or at the PBD)."
"If Team B commits a foul on the field of play while the ball is in the A end zone, where is the penalty applied?

<i>Rule 8 | Section 5 | Article 4</i>","The penalty will be applied at PLS. (UR, RP etc. may be applied at PLS or at the PBD)."
"When a foul occurs before possession is lost during a play in which possession changes (e.g., on a kick, intercepted forward pass, or fumble recovery), where is the penalty applied?

<i>Rule 8 | Section 5 | Article 4</i>","Apply penalty at PLS, point of possession, or PBD at the option of the non-offending team."
"When a foul occurs while the ball is in flight during a play in which possession changes, where is the penalty applied?

<i>Rule 8 | Section 5 | Article 4</i>",Apply penalty at the point of possession or PBD.
"When a foul occurs during a loose ball in the area of recovery or affecting the recovery, where is the penalty applied?

<i>Rule 8 | Section 5 | Article 4</i>","Apply penalty at PF or at the PP, or PBD as appropriate."
"When a foul occurs during a loose ball in an area remote from the point of recovery and did not affect the recovery, where is the penalty applied?

<i>Rule 8 | Section 5 | Article 4</i>",Apply penalty at PP or at the PBD.
"If time expires during a play in which a foul occurs, what option does the non-offending team have if they accept the penalty?

<i>Rule 8 | Section 5 | Article 5</i>","Accept the penalty, in which case the team entitled to possession shall be required to put the ball into play and the period extended for that play."
"If time expires during a play in which a foul occurs, what option does the non-offending team have if they decline the penalty?

<i>Rule 8 | Section 5 | Article 5</i>","Decline the penalty and accept the play as it terminated, in which case the period is ended."
"If the last play of a period is terminated by an official’s whistle prior to the ball being put into play, what happens?

<i>Rule 8 | Section 5 | Article 5</i>",The period shall be extended for another play.
"If Unnecessary Roughness or Rough Play occurs during the last play of a period, what options does the non-offending team have for penalty application?

<i>Rule 8 | Section 5 | Article 5</i>","The non-offending team will have the option to have the penalty applied in the same period, in which case another play will take place, or to have the penalty applied on the opening play of the next period."
"If a time count foul occurs on a convert during the last play of a period, where is the penalty applied?

<i>Rule 8 | Section 5 | Article 5</i>","The penalty will be applied on a repeated convert, with no option to apply the penalty on the kick off."
"If a legally scored touchdown is the last play of the period, and UR/RP occurs during the play or interval before the convert, what are the penalty application options?

<i>Rule 8 | Section 5 | Article 5</i>",1) on the convert following a touchdown OR 2) on the kick off in the same period OR 3) on a kick off to open the next period.
"If a foul is committed in the end zone on the last play of the period and the penalty would award a score, what can the non-offending team do?

<i>Rule 8 | Section 5 | Article 5</i>","The non-offending team may accept the penalty and the resultant score, and may also elect to terminate the period."
"If a legally scored touchdown is the last play of the period, and Objectionable Conduct or No Mouthguard occurs, what are the penalty application options?

<i>Rule 8 | Section 5 | Article 5</i>",1) on the convert following the touchdown OR 2) on a kick off to open the next period.
"If Objectionable Conduct or No Mouthguard occurs on the convert during the last play of a period, where is the penalty applied?

<i>Rule 8 | Section 5 | Article 5</i>",The penalty will be applied on the opening play of the next period.
"What is the consequence of an offside pass regarding extending play?

<i>Rule 8 | Section 5 | Article 5</i>",An offside pass is not a foul and does not extend play.
"When a foul occurs after possession has changed, what options does the non-offending team have for penalty application?

<i>Rule 8 | Section 5 | Article 5</i>","The non-offending team shall have the option of having the penalty applied at the PBH at the time of the foul, or at the PBD."
"If Team A commits UR or RP after Team B gained possession in their own end zone and the ball goes dead in the end zone (not an intercepted FP), what is the penalty?

<i>Rule 8 | Section 5 | Article 6</i>","No score. UR 15-yard penalty applied at the 10, B 1D and 10 on B 25. RP – 25-yard penalty applied at the 10, B 1D and 10 on 35 and disqualification."
"If Team B commits UR or RP after gaining possession in their own end zone and the ball goes dead in the end zone (not an intercepted FP), what is the penalty?

<i>Rule 8 | Section 5 | Article 6</i>","Score allowed, UR 15-yard penalty, or RP 25-yard and disqualification, applied on the subsequent play."
"If Team A or B commits UR or RP after the ball is dead in the end zone (after Team B gained possession, not an intercepted FP), what is the penalty?

<i>Rule 8 | Section 5 | Article 6</i>","Score allowed, if applicable. UR 15-yard penalty applied on the subsequent play. RP – disqualification and 25-yard applied on the subsequent play."
"When an Unnecessary Roughness or Rough Play foul also constitutes illegal interference affecting the recovery of a fumble or loose ball, what are the penalty options for the non-offending team?

<i>Rule 8 | Section 5 | Article 7</i>","Option to the non-offending team: L15 (UR) or L25 (RP) at PF, 1D; or L15 (UR) or L25 (RP) at PBD, 1D (if the non-offending team recovers)."
"Under what conditions is a first down awarded for a foul that is both UR/RP and illegal interference with a loose ball?

<i>Rule 8 | Section 5 | Article 7</i>",First down is awarded for UR or RP by Team B (automatic) or is awarded for the Illegal Interference affecting the recovery of the loose ball by Team A.
"What is the penalty when an Unnecessary Roughness (UR) or Rough Play (RP) foul also constitutes illegal interference affecting the recovery of a fumble or loose ball, and the non-offending team recovers?

<i>Rule 8 | Section 6 | Article 7</i>","The non-offending team has the option of L15 (UR) or L25 (RP) from the Play By Dead (PBD), with an automatic 1st Down."
"When does illegal interference affecting the recovery of a loose ball by Team A result in a first down?

<i>Rule 8 | Section 6 | Article 7</i>",First down is awarded for the Illegal Interference affecting the recovery of the loose ball by Team A.
"How is the penalty applied for a forward pass where illegal interference also includes Unnecessary Roughness (UR) or Rough Play (RP) committed by Team A?

<i>Rule 8 | Section 6 | Article 8</i>","The penalty is L15 from the Point of Last Scrimmage (PLS) for Illegal Interference, plus L15 for UR or L25 for RP, and Down Repeated (DR)."
"How is the penalty applied for a forward pass where illegal interference also includes Unnecessary Roughness (UR) or Rough Play (RP) committed by Team B, and the Point of Foul (PF) is less than 15 yards from the Point of Last Scrimmage (PLS)?

<i>Rule 8 | Section 6 | Article 8</i>","The penalty is L15 from the PF for UR or L25 for RP, and Team B receives a 1st Down."
"What are Team B's options if Team A commits a foul during a successful convert attempt?

<i>Rule 8 | Section 6 | Article 9</i>","Team B can either allow the score and apply the penalty on the kickoff; disallow the score, apply the penalty at the Point of Last Scrimmage (PLS), and repeat the convert; or disallow the score, repeat the convert at the PLS, and apply the penalty on the kickoff."
"What are Team A's options if Team B commits a foul during a successful convert attempt?

<i>Rule 8 | Section 6 | Article 9</i>","Team A can either accept the score and apply the penalty on the kickoff; decline the score, apply the penalty at the Point of Last Scrimmage (PLS), and repeat the convert; or decline the score, repeat the convert at the PLS, and apply the penalty on the kickoff."
"What are Team B's options if Team A commits a foul before a score?

<i>Rule 8 | Section 6 | Article 10</i>","Team B has the option of L15 from the Point of Last Scrimmage (PLS) and Down Repeated (DR), or from the Point By Holding (PBH) if the foul occurs after distance gained, or allowing the score and applying the penalty on the subsequent play."
"When a foul occurs by either Team A or Team B after a score, how is the penalty applied?

<i>Rule 8 | Section 6 | Article 10</i>","The score is allowed, and the penalty will be applied on the subsequent play."
"When a foul occurs after the ball has been declared dead, and the down has been used, where is the penalty applied?

<i>Rule 8 | Section 6 | Article 11</i>",The penalty shall be applied at the Play By Dead (PBD).
"What happens if a piling on foul occurs on a 3rd Down when the distance was not gained (DNG)?

<i>Rule 8 | Section 6 | Article 11</i>","The ball is automatically awarded to Team B when it becomes dead, and the penalty for piling on cannot award the ball back to Team A, so the automatic 1st down penalty does not apply."
"What defines a Dual Foul in a game?

<i>Rule 6 | Section: Dual and Double Fouls | Article 1</i>",Dual Fouls occur when each team commits one or more fouls on the same play.
"Under what condition does the dual penalty rule apply for accepted penalties?

<i>Rule 6 | Section: Dual and Double Fouls | Article 2</i>",Both penalties must be accepted for the dual penalty rule to apply.
"What happens if one team declines a penalty in a dual foul situation?

<i>Rule 6 | Section: Dual and Double Fouls | Article 2</i>","If one team declines the penalty, the remaining penalty is applied as a single penalty."
"How is a non-distance foul applied in a dual foul scenario?

<i>Rule 6 | Section: Dual and Double Fouls | Article 2</i>","If one of the dual fouls is a non-distance foul, it shall be applied as a 10 yard (10 metre) penalty."
"Is Pass Interference by Team B an automatic first down in a dual foul situation?

<i>Rule 6 | Section: Dual and Double Fouls | Article 2</i>","No, Pass Interference by Team B is not an automatic first down in a dual foul situation."
"What happens if both fouls are Unnecessary Roughness (UR) or Rough Play (RP) in a dual foul situation?

<i>Rule 6 | Section: Dual and Double Fouls | Article 2</i>","Where both fouls are UR or RP, the automatic 1D for the B foul will not apply. The distance penalties will be adjusted at the appropriate point of application."
"Where are penalties adjusted if the first foul is not Unnecessary Roughness (UR) or Rough Play (RP)?

<i>Rule 6 | Section: Dual and Double Fouls | Article 3</i>",The penalties will be adjusted at the appropriate point of application of the first foul.
"When the first foul is Unnecessary Roughness (UR) or Rough Play (RP), where can the non-offending team choose to adjust penalties?

<i>Rule 6 | Section: Dual and Double Fouls | Article 3</i>","If the first foul is UR or RP, the non-offending team shall have the option of adjusting the penalties at the appropriate point of application of the first or second foul."
"What choice does the non-offending team have when an opponent commits two or more infractions on the same play?

<i>Rule 6 | Section: Dual and Double Fouls | Article 4</i>",The non-offending team may take its choice of one of the penalties.
"What happens if one of the chosen fouls is UR or RP, Objectionable Conduct, or No Mouthguard when a team has committed multiple infractions?

<i>Rule 6 | Section: Dual and Double Fouls | Article 4</i>","If one of the fouls is UR or RP, Objectionable Conduct, or No Mouthguard, it shall be added to the penalty chosen, at the point of application of the penalty chosen."
"What action is considered screening?

<i>Rule 9 | Section 1 | Article 1</i>",Screening is interference without direct contact.
"How is tackling defined?

<i>Rule 9 | Section 1 | Article 2</i>",Tackling is the act of grasping or encircling the ball carrier with the hands or arms.
"Under what conditions may a team interfere with opponents anywhere within bounds?

<i>Rule 9 | Section 2 | Article 1</i>","A team may interfere with opponents anywhere within bounds after legally recovering an opponent’s fumble, a dribbled ball, a blocked kick, a kickoff, a scrimmage kick, a return kick, or by intercepting an opponent’s pass."
"What is the restriction on interference regarding body height?

<i>Rule 9 | Section 2 | Article 1</i>",Interference is restricted to at or above the waist.
"When do blocking above the waist restrictions lose significance regarding the line of scrimmage and neutral zone?

<i>Rule 9 | Section 2 | Article 1</i>","Blocking above the waist restrictions lose significance when the ball has been touched by the opponents on a kick, or possession has changed on an intercepted pass, a blocked kick, or recovered fumble."
"What is the penalty for a player interfering with an opponent attempting to recover a loose ball in the field of play?

<i>Rule 9 | Section 3 | Article 1-a</i>",The ball is awarded to the non-offending team at the point of foul (PF) and an automatic 1st down.
"What constitutes illegal interference with an opponent attempting to recover a loose ball?

<i>Rule 9 | Section 3 | Article 1-a</i>","Interfering with an opponent attempting to recover a ball that is loose from a fumble, blocked kick, dribbled ball, or wild snap from centre."
"Under what condition are players not penalized for illegal interference when making contact while attempting to recover a loose ball?

<i>Rule 9 | Section 3 | Article 1-b</i>",Players who make contact in a simultaneous and bona fide effort to recover the ball shall not be penalized for illegal interference.
"What does 'consecutive downs' mean in the context of possession in a series of downs?

<i>Rule 9 | Section 4 | Article 1</i>",'Consecutive' means possession in a continuous series of downs on which the ball is in possession of one team.
"Under what conditions is the continuity of downs interrupted?

<i>Rule 9 | Section 4 | Article 2</i>","The continuity of downs is interrupted when: a) Team A gains the required distance for first down. b) Team A fails on 3rd down to gain the required distance for 1st down. c) Team B obtains possession of the ball (recovering a fumble, intercepting a pass, by any other legal play, or by penalty). d) There is a loose ball on a play from scrimmages and Team B dribbles the ball. e) The ball is punted, drop kicked or place kicked over the line of scrimmage. f) The ball is kicked out of bounds, strikes the opponent’s goal post assembly in flight on a kick from scrimmage, is blocked directly out of bounds by Team B, or is last touched by Team B before going out of bounds. g) A score is made."
"Does a ball dribbled over the line of scrimmage by Team A interrupt the continuity of downs?

<i>Rule 9 | Section 4 | Article 2</i>","No, a ball dribbled over the line of scrimmage by A does NOT interrupt the continuity of downs."
"When is 1st down awarded to Team A if they legally recover their own kick (not dribbled) over the line of scrimmage?

<i>Rule 9 | Section 4 | Article 2</i>","1st down is awarded to Team A only if the required distance for 1st down is gained, provided the ball was kicked (but NOT dribbled) by Team A over the line of scrimmage and is legally recovered by Team A before being touched by Team B across the line of scrimmage."
